,Int'l Plan,VMail Plan,VMail Message,CustomerId,Eve Charge,Night Charge,Intl Calls,Intl Charge,CustServ Calls,Churn?
945,no,no,0,945,12.33,10.52,6,3.11,2,False.
946,no,no,0,946,22.19,9.2,5,3.62,2,True.
947,no,yes,28,947,14.44,9.07,4,2.97,1,False.
948,no,no,0,948,13.21,11.51,3,2.27,1,False.
949,no,no,0,949,18.92,7.8,3,2.97,1,False.
950,no,no,0,950,20.6,7.66,3,2.13,1,False.
951,no,no,0,951,19.89,8.83,2,3.13,4,False.
952,no,no,0,952,13.64,6.73,2,2.89,3,False.
953,no,yes,39,953,15.91,10.15,3,2.32,2,False.
954,no,no,0,954,19.06,9.95,8,2.32,2,False.
955,no,yes,34,955,18.82,9.38,5,2.78,0,False.
956,no,yes,23,956,15.61,9.25,3,1.92,2,False.
957,yes,no,0,957,24.3,8.58,15,2.54,0,False.
958,no,yes,23,958,15.81,8.57,3,3.32,3,False.
959,no,no,0,959,9.83,8.72,5,3.46,2,False.
960,no,no,0,960,15.92,9.63,3,3.59,3,False.
961,no,no,0,961,27.24,6.78,3,1.13,0,False.
962,no,no,0,962,12.76,9.89,2,2.08,3,False.
963,no,yes,30,963,14.09,12.15,5,2.92,1,False.
964,no,yes,31,964,17.22,8.6,2,3.59,1,False.
965,no,no,0,965,21.09,5.51,4,3.29,0,False.
966,no,yes,22,966,22.0,11.84,5,4.24,2,True.
967,no,no,0,967,15.87,5.78,3,2.48,0,False.
968,no,yes,33,968,21.1,7.41,3,3.65,1,True.
969,no,no,0,969,22.29,5.85,4,2.38,0,False.
970,no,no,0,970,19.12,9.88,1,3.11,1,False.
971,no,no,0,971,21.35,12.3,5,1.35,3,False.
972,no,no,0,972,13.86,6.93,3,3.19,1,False.
973,no,no,0,973,15.44,5.76,2,3.32,0,False.
974,no,yes,31,974,23.04,8.06,7,2.57,6,False.
975,no,no,0,975,16.33,8.59,6,2.81,0,True.
976,no,no,0,976,11.15,11.91,6,3.51,0,False.
977,no,yes,21,977,13.81,8.4,2,3.19,4,True.
978,no,no,0,978,22.64,10.08,4,3.54,4,True.
979,no,no,0,979,18.26,10.06,5,2.11,0,False.
980,no,no,0,980,17.33,6.83,8,3.13,3,False.
981,no,yes,24,981,20.37,12.07,4,1.86,1,False.
982,no,yes,33,982,12.73,9.6,18,3.51,1,False.
983,no,no,0,983,19.09,9.96,4,2.43,1,False.
984,no,no,0,984,26.04,8.84,1,2.67,1,False.
985,yes,no,0,985,21.21,12.39,9,3.59,1,True.
986,no,yes,15,986,12.35,8.78,9,3.19,1,False.
987,yes,yes,27,987,22.38,8.01,2,2.24,1,True.
988,no,no,0,988,9.79,10.1,4,4.59,3,False.
989,no,no,0,989,15.94,6.62,3,3.67,1,False.
990,no,yes,31,990,21.24,13.45,2,1.05,0,False.
991,no,yes,35,991,11.49,9.73,2,2.13,2,False.
992,no,yes,26,992,12.8,2.85,5,2.08,1,False.
993,no,no,0,993,12.04,11.52,2,2.59,0,False.
994,no,yes,33,994,19.9,9.6,6,2.81,3,False.
995,no,no,0,995,12.95,6.51,5,2.03,1,False.
996,no,no,0,996,17.15,8.19,5,3.13,0,False.
997,no,no,0,997,18.37,6.66,3,3.05,2,False.
998,no,no,0,998,19.76,7.91,3,3.97,0,False.
999,no,no,0,999,14.01,2.45,3,2.13,0,False.
1000,no,no,0,1000,19.41,5.28,4,3.46,2,True.
1001,no,no,0,1001,14.25,11.73,4,2.27,1,False.
1002,no,yes,32,1002,14.22,10.75,3,1.84,2,False.
1003,no,yes,38,1003,19.2,7.74,3,2.21,0,False.
1004,no,yes,27,1004,12.22,6.76,3,3.32,1,False.
1005,yes,no,0,1005,9.9,9.9,4,2.65,2,False.
1006,no,no,0,1006,26.99,6.0,4,2.24,2,False.
1007,no,no,0,1007,16.62,10.05,7,1.62,1,False.
1008,no,yes,42,1008,17.31,7.83,2,3.08,2,False.
1009,no,no,0,1009,14.25,7.58,3,3.05,3,False.
1010,no,no,0,1010,21.78,7.61,4,1.03,0,False.
1011,no,no,0,1011,24.6,8.73,6,2.62,2,False.
1012,no,no,0,1012,16.87,11.62,5,2.16,2,False.
1013,no,no,0,1013,16.41,10.02,5,3.54,1,False.
1014,no,no,0,1014,6.96,13.69,4,3.24,0,False.
1015,no,no,0,1015,17.47,9.62,2,3.21,0,False.
1016,no,no,0,1016,12.95,8.75,3,2.32,1,False.
1017,no,no,0,1017,20.75,7.93,4,2.46,2,False.
1018,no,no,0,1018,19.58,7.68,5,3.08,1,True.
1019,no,no,0,1019,12.62,9.75,3,3.05,1,False.
1020,no,yes,33,1020,16.53,10.9,3,3.83,2,False.
1021,no,no,0,1021,14.25,4.96,12,2.27,1,False.
1022,no,no,0,1022,13.17,8.52,5,1.94,0,False.
1023,no,no,0,1023,16.63,5.49,8,2.11,2,False.
1024,yes,no,0,1024,22.34,9.64,3,3.02,1,False.
1025,no,yes,11,1025,24.17,11.83,1,3.32,1,False.
1026,no,yes,28,1026,24.75,7.18,2,2.7,2,False.
1027,yes,no,0,1027,21.2,11.47,1,3.48,1,True.
1028,no,no,0,1028,18.35,10.06,0,0.0,1,False.
1029,no,no,0,1029,19.68,10.17,5,4.46,0,False.
1030,no,yes,42,1030,19.75,9.7,4,2.51,2,True.
1031,no,no,0,1031,14.6,7.54,9,1.43,1,False.
1032,no,no,0,1032,11.98,9.19,5,2.57,1,False.
1033,no,no,0,1033,18.18,7.7,6,2.86,2,False.
1034,no,no,0,1034,18.28,8.09,9,3.54,2,False.
1035,no,no,0,1035,18.33,7.25,1,2.7,2,False.
1036,no,yes,32,1036,17.7,7.69,2,3.24,3,False.
1037,yes,no,0,1037,14.03,7.79,5,2.89,0,False.
1038,no,no,0,1038,9.69,6.61,3,3.81,5,True.
1039,no,no,0,1039,17.96,11.76,2,2.89,2,False.
1040,no,no,0,1040,18.78,10.74,5,2.48,4,False.
1041,no,yes,38,1041,17.15,9.27,6,4.35,0,False.
1042,yes,yes,24,1042,15.59,10.83,3,2.67,0,False.
1043,no,no,0,1043,17.95,8.07,8,2.75,3,False.
1044,yes,no,0,1044,12.5,4.27,4,1.94,4,False.
1045,no,no,0,1045,13.5,13.8,3,2.51,4,False.
1046,no,no,0,1046,20.59,10.5,5,1.73,0,False.
1047,no,no,0,1047,22.65,9.79,7,1.92,0,False.
1048,no,no,0,1048,19.41,7.35,3,2.08,0,False.
1049,no,no,0,1049,14.08,10.94,9,2.27,1,False.
1050,no,yes,25,1050,15.21,8.19,10,3.48,2,False.
1051,no,no,0,1051,15.22,9.66,2,2.78,0,False.
1052,yes,no,0,1052,21.81,7.62,9,2.08,1,False.
1053,no,no,0,1053,16.35,10.83,3,2.73,2,False.
1054,no,no,0,1054,4.98,9.12,3,2.35,1,False.
1055,no,no,0,1055,12.45,6.19,2,2.3,1,False.
1056,no,no,0,1056,8.3,9.11,3,1.89,0,False.
1057,no,yes,38,1057,11.38,6.22,4,3.59,1,False.
1058,no,no,0,1058,16.91,3.44,6,2.32,0,False.
1059,no,no,0,1059,16.02,4.75,3,2.38,1,False.
1060,no,no,0,1060,7.63,7.78,3,4.13,1,False.
1061,no,yes,31,1061,20.88,7.78,9,2.78,1,False.
1062,no,yes,26,1062,12.4,7.88,3,2.67,1,False.
1063,no,no,0,1063,12.75,10.85,2,2.89,1,False.
1064,yes,yes,30,1064,10.09,11.63,3,3.48,2,False.
1065,no,yes,29,1065,17.32,7.55,6,2.67,0,False.
1066,no,yes,25,1066,19.05,12.06,4,3.19,0,False.
1067,no,no,0,1067,15.11,10.5,6,3.29,1,False.
1068,no,no,0,1068,19.82,4.93,5,2.78,0,False.
1069,no,no,0,1069,18.54,8.68,4,3.38,1,False.
1070,no,no,0,1070,17.77,7.79,9,3.21,1,False.
1071,no,no,0,1071,20.44,8.06,9,1.35,1,False.
1072,no,yes,25,1072,12.88,2.25,6,3.86,1,False.
1073,no,no,0,1073,14.43,9.71,4,2.05,1,False.
1074,no,no,0,1074,14.89,9.55,7,3.38,2,False.
1075,no,no,0,1075,21.04,7.0,8,2.4,0,False.
1076,no,yes,27,1076,17.55,10.26,7,1.76,1,False.
1077,no,no,0,1077,9.55,11.09,4,4.16,4,True.
1078,no,no,0,1078,18.87,7.33,8,1.81,0,True.
1079,no,no,0,1079,18.81,9.45,3,2.21,1,False.
1080,no,no,0,1080,14.89,9.91,0,0.0,0,False.
1081,no,yes,19,1081,19.27,9.86,2,2.03,1,False.
1082,no,no,0,1082,18.38,7.71,1,3.19,3,False.
1083,yes,no,0,1083,18.16,7.88,6,3.35,3,False.
1084,no,no,0,1084,17.35,7.71,5,3.32,3,False.
1085,no,no,0,1085,18.79,4.95,4,3.35,2,False.
1086,no,no,0,1086,21.04,11.08,6,1.86,3,False.
1087,no,no,0,1087,17.6,12.06,4,2.21,1,False.
1088,no,yes,42,1088,18.96,10.87,2,3.48,0,False.
1089,no,no,0,1089,15.69,7.39,4,3.59,2,False.
1090,no,no,0,1090,16.87,7.4,3,2.81,0,False.
1091,no,no,0,1091,20.34,5.54,3,2.7,2,False.
1092,no,no,0,1092,14.48,7.43,13,2.57,1,False.
1093,no,no,0,1093,12.71,11.48,8,1.76,2,False.
1094,no,no,0,1094,13.52,10.35,8,1.94,0,False.
1095,no,no,0,1095,16.88,7.24,3,1.62,1,False.
1096,no,no,0,1096,21.22,11.17,4,3.83,1,False.
1097,no,yes,29,1097,18.96,11.33,2,3.51,1,False.
1098,no,no,0,1098,16.63,8.18,4,1.38,1,False.
1099,no,no,0,1099,14.09,6.82,4,0.59,3,False.
1100,no,yes,35,1100,23.19,9.65,4,2.24,1,False.
1101,no,no,0,1101,20.74,8.1,4,2.46,2,False.
1102,no,no,0,1102,8.74,9.62,2,2.84,4,True.
1103,no,no,0,1103,17.47,9.61,6,3.29,0,False.
1104,no,no,0,1104,16.12,8.22,5,2.81,4,False.
1105,no,yes,28,1105,20.95,6.97,4,3.48,2,True.
1106,no,no,0,1106,15.27,11.63,5,2.73,3,False.
1107,no,yes,29,1107,16.08,7.39,7,3.46,3,False.
1108,no,no,0,1108,6.85,9.58,2,1.57,3,False.
1109,no,no,0,1109,15.9,9.36,1,2.13,0,False.
1110,no,no,0,1110,22.0,11.39,9,2.0,2,False.
1111,no,no,0,1111,10.07,11.16,6,4.62,0,False.
1112,no,no,0,1112,13.23,13.7,2,3.59,0,False.
1113,no,no,0,1113,24.89,1.97,4,2.86,1,False.
1114,no,yes,15,1114,22.7,11.28,4,2.94,1,False.
1115,no,no,0,1115,17.22,7.75,7,3.38,1,True.
1116,no,no,0,1116,21.77,11.83,3,3.16,3,False.
1117,yes,no,0,1117,18.25,6.79,7,3.19,1,False.
1118,no,no,0,1118,16.0,11.12,4,3.32,3,False.
1119,no,no,0,1119,20.12,8.06,5,3.05,3,False.
1120,no,no,0,1120,13.82,6.75,6,3.27,1,False.
1121,no,no,0,1121,14.31,10.8,4,3.16,5,True.
1122,no,no,0,1122,20.92,10.89,5,2.81,1,True.
1123,no,yes,24,1123,19.57,12.77,3,2.7,2,False.
1124,no,no,0,1124,20.67,10.31,5,2.67,1,False.
1125,no,no,0,1125,10.44,10.33,9,3.46,2,False.
1126,no,yes,19,1126,18.96,8.2,4,1.97,2,False.
1127,no,yes,19,1127,16.53,10.15,3,4.56,0,False.
1128,yes,yes,31,1128,19.06,5.23,10,3.32,2,False.
1129,no,no,0,1129,11.77,7.42,2,2.43,2,False.
1130,no,no,0,1130,15.37,11.32,2,3.43,1,False.
1131,no,yes,25,1131,12.02,8.54,5,3.51,1,False.
1132,no,yes,37,1132,17.89,8.09,4,3.19,1,False.
1133,no,no,0,1133,14.02,9.72,2,3.32,5,True.
1134,no,no,0,1134,21.79,5.27,3,2.43,1,False.
1135,no,yes,33,1135,16.8,9.41,3,3.29,2,False.
1136,yes,yes,26,1136,18.29,11.43,7,3.89,1,True.
1137,no,yes,34,1137,19.06,11.74,1,3.05,1,False.
1138,no,no,0,1138,19.01,7.79,6,3.67,1,False.
1139,no,no,0,1139,16.01,7.77,3,3.16,2,False.
1140,no,yes,39,1140,14.38,8.54,3,2.73,1,False.
1141,no,no,0,1141,18.14,8.86,6,2.13,1,False.
1142,no,no,0,1142,20.41,6.65,4,1.43,6,True.
1143,no,yes,29,1143,23.41,11.07,5,2.7,0,False.
1144,no,no,0,1144,12.27,6.09,1,2.92,2,False.
1145,no,no,0,1145,12.99,7.33,2,1.38,0,False.
1146,no,no,0,1146,18.65,10.11,5,1.08,1,False.
1147,no,yes,32,1147,14.04,8.74,5,2.86,0,False.
1148,no,no,0,1148,7.79,9.53,7,2.62,3,False.
1149,yes,no,0,1149,12.53,10.61,8,2.59,2,False.
1150,no,no,0,1150,10.91,7.29,4,3.13,5,True.
1151,no,yes,24,1151,11.79,6.27,4,3.05,0,False.
1152,no,no,0,1152,14.69,4.23,4,2.38,1,False.
1153,no,no,0,1153,17.61,6.12,5,1.51,1,False.
1154,no,yes,26,1154,17.44,6.06,2,2.19,1,False.
1155,no,no,0,1155,17.96,7.57,4,3.0,4,True.
1156,no,no,0,1156,18.45,3.67,7,3.19,1,False.
1157,no,no,0,1157,15.01,9.57,5,2.11,1,False.
1158,yes,no,0,1158,17.57,9.17,6,3.0,1,False.
1159,no,no,0,1159,20.9,7.25,7,1.73,0,False.
1160,no,yes,28,1160,13.16,7.5,2,2.86,0,False.
1161,yes,no,0,1161,15.22,12.69,9,2.21,3,False.
1162,no,no,0,1162,12.12,4.59,2,2.94,0,False.
1163,no,yes,30,1163,20.67,14.5,5,1.92,1,False.
1164,no,yes,32,1164,11.03,5.95,3,3.24,2,False.
1165,yes,yes,26,1165,24.6,7.87,3,2.16,0,False.
1166,no,no,0,1166,14.21,9.64,3,3.29,3,False.
1167,no,no,0,1167,17.5,10.52,1,3.48,1,False.
1168,no,no,0,1168,18.14,10.71,11,2.05,1,False.
1169,yes,no,0,1169,18.11,8.18,5,1.46,1,False.
1170,no,no,0,1170,19.06,6.3,2,4.1,0,False.
1171,no,no,0,1171,15.37,5.96,3,3.46,1,False.
1172,no,no,0,1172,14.25,5.94,5,2.48,2,False.
1173,no,no,0,1173,18.57,11.97,5,2.94,1,False.
1174,no,yes,39,1174,23.05,7.52,7,1.57,1,False.
1175,no,yes,32,1175,8.69,7.83,2,2.32,0,False.
1176,no,no,0,1176,16.52,8.39,2,2.62,4,False.
1177,no,no,0,1177,16.09,12.23,4,3.81,3,False.
1178,no,yes,36,1178,20.3,4.9,2,3.02,3,False.
1179,no,yes,23,1179,13.35,5.81,14,1.97,1,False.
1180,no,no,0,1180,16.63,8.32,4,3.54,0,False.
1181,no,yes,35,1181,12.6,12.33,6,2.03,1,False.
1182,no,no,0,1182,15.16,6.89,2,3.89,3,True.
1183,no,yes,32,1183,14.05,9.23,1,2.43,2,False.
1184,no,no,0,1184,20.58,9.71,3,2.62,2,False.
1185,no,no,0,1185,18.45,9.67,7,2.65,3,False.
1186,no,yes,12,1186,19.46,8.78,5,2.35,0,False.
1187,no,yes,26,1187,20.36,11.44,9,1.59,2,False.
1188,no,no,0,1188,12.33,12.68,2,2.51,1,False.
1189,no,yes,28,1189,19.0,7.89,5,3.02,0,False.
1190,no,no,0,1190,4.76,7.35,8,2.4,0,False.
1191,yes,no,0,1191,17.71,7.99,3,2.48,2,False.
1192,yes,no,0,1192,21.4,12.87,2,1.94,4,True.
1193,yes,yes,15,1193,17.81,3.7,5,2.35,5,True.
1194,no,no,0,1194,14.1,9.26,2,3.56,1,False.
1195,no,no,0,1195,20.0,7.85,3,2.97,1,False.
1196,no,no,0,1196,11.05,6.04,2,1.86,1,False.
1197,no,no,0,1197,18.16,13.13,3,3.21,4,False.
1198,no,yes,26,1198,18.18,5.97,3,3.62,2,False.
1199,no,yes,33,1199,19.8,9.31,4,2.05,1,False.
1200,no,yes,25,1200,21.92,8.11,4,3.13,1,False.
1201,no,yes,35,1201,18.77,11.23,5,2.16,2,False.
1202,no,no,0,1202,18.79,15.74,3,3.4,0,False.
1203,no,yes,39,1203,17.43,11.87,7,1.38,1,False.
1204,yes,no,0,1204,22.55,6.86,2,2.57,1,True.
1205,no,no,0,1205,16.6,8.22,3,2.3,1,False.
1206,no,yes,25,1206,17.51,8.13,4,2.62,0,False.
1207,no,yes,25,1207,14.68,4.7,5,3.05,2,False.
1208,no,no,0,1208,17.46,9.26,3,2.75,3,False.
1209,yes,yes,35,1209,18.67,11.51,3,3.46,0,False.
1210,no,no,0,1210,15.32,7.15,2,2.13,1,False.
1211,no,no,0,1211,20.49,9.35,1,2.13,1,False.
1212,no,no,0,1212,21.22,7.66,8,3.4,1,False.
1213,no,no,0,1213,14.34,10.06,4,3.19,1,False.
1214,no,no,0,1214,20.04,10.29,3,2.57,2,False.
1215,no,no,0,1215,13.41,8.66,6,3.05,1,False.
1216,no,no,0,1216,17.97,4.67,6,1.59,3,False.
1217,no,yes,31,1217,20.26,6.78,4,2.89,4,False.
1218,no,yes,28,1218,19.31,10.8,3,2.05,3,False.
1219,no,no,0,1219,18.11,8.91,5,2.94,1,False.
1220,no,no,0,1220,19.12,7.69,5,4.24,2,False.
1221,no,no,0,1221,17.2,8.82,5,3.4,2,False.
1222,no,no,0,1222,20.41,7.05,5,1.32,3,False.
1223,no,yes,31,1223,18.12,9.35,4,3.08,1,False.
1224,no,no,0,1224,14.31,5.42,9,2.51,1,False.
1225,no,no,0,1225,11.92,4.09,3,3.08,1,False.
1226,no,no,0,1226,20.42,5.36,4,3.08,2,False.
1227,no,yes,33,1227,15.57,5.73,6,3.32,0,False.
1228,no,yes,37,1228,17.36,10.42,4,2.4,1,False.
1229,no,no,0,1229,21.89,9.47,5,2.03,2,False.
1230,no,no,0,1230,19.56,10.44,2,2.86,1,False.
1231,no,no,0,1231,19.23,8.05,5,2.38,0,True.
1232,no,no,0,1232,15.63,8.29,6,4.13,0,True.
1233,no,no,0,1233,4.09,5.23,3,2.4,0,False.
1234,no,no,0,1234,14.35,6.96,7,2.65,2,False.
1235,no,no,0,1235,18.33,6.87,2,2.86,4,False.
1236,no,no,0,1236,21.68,3.71,4,2.73,0,False.
1237,no,no,0,1237,13.75,7.55,5,3.16,3,False.
1238,yes,yes,24,1238,17.72,15.86,4,2.19,3,False.
1239,no,no,0,1239,16.35,7.49,3,2.73,2,False.
1240,no,yes,34,1240,14.6,11.69,3,2.59,4,True.
1241,no,no,0,1241,16.62,9.6,7,4.46,5,False.
1242,yes,no,0,1242,19.56,6.46,10,2.46,3,False.
1243,no,yes,35,1243,18.08,8.72,2,2.97,1,False.
1244,no,yes,38,1244,21.61,11.78,2,2.08,1,False.
1245,no,no,0,1245,19.67,8.46,5,3.02,2,False.
1246,no,no,0,1246,16.14,10.45,3,2.43,5,False.
1247,no,no,0,1247,18.19,10.78,5,2.38,1,False.
1248,yes,no,0,1248,15.86,10.04,8,3.13,0,False.
1249,no,no,0,1249,19.67,8.14,4,2.11,2,False.
1250,no,no,0,1250,10.99,8.39,4,1.4,1,False.
1251,no,no,0,1251,14.44,11.02,10,2.67,3,False.
1252,no,no,0,1252,15.68,7.57,3,2.38,2,False.
1253,yes,no,0,1253,17.99,9.45,4,2.24,4,False.
1254,no,yes,33,1254,17.09,12.9,3,3.0,2,True.
1255,no,no,0,1255,24.68,10.66,3,2.92,0,False.
1256,no,no,0,1256,15.73,9.88,3,1.62,2,False.
1257,no,no,0,1257,16.93,5.41,5,4.86,1,False.
1258,yes,no,0,1258,21.06,11.04,7,3.02,2,False.
1259,no,yes,20,1259,10.08,11.26,4,3.38,2,False.
1260,no,yes,22,1260,14.34,1.04,4,2.57,3,False.
1261,no,no,0,1261,20.46,8.87,4,1.92,3,False.
1262,no,no,0,1262,10.14,7.43,7,3.11,4,False.
1263,no,yes,31,1263,11.43,5.41,5,2.03,1,True.
1264,no,no,0,1264,13.8,7.33,4,2.84,1,False.
1265,no,yes,39,1265,18.14,8.8,5,2.73,1,False.
1266,no,no,0,1266,13.95,7.1,3,2.43,0,False.
1267,no,no,0,1267,21.7,10.26,7,1.46,1,False.
1268,no,no,0,1268,22.14,6.49,7,2.92,0,False.
1269,no,yes,45,1269,17.71,6.37,5,2.97,4,True.
1270,no,no,0,1270,24.82,8.25,6,2.35,0,False.
1271,yes,yes,37,1271,22.46,12.21,3,2.13,1,False.
1272,no,no,0,1272,18.5,9.91,2,3.56,4,False.
1273,no,no,0,1273,10.69,11.77,2,2.24,6,True.
1274,no,no,0,1274,17.09,6.77,2,3.02,0,False.
1275,no,yes,27,1275,20.74,12.65,2,3.08,2,False.
1276,no,no,0,1276,28.56,8.68,1,2.59,1,True.
1277,no,yes,24,1277,23.62,7.86,7,3.97,1,False.
1278,no,no,0,1278,22.91,7.53,7,2.59,0,True.
1279,no,no,0,1279,22.32,11.06,5,3.54,2,False.
1280,no,no,0,1280,17.82,11.74,1,3.75,0,True.
1281,no,no,0,1281,13.09,9.44,4,3.11,0,False.
1282,no,no,0,1282,18.2,13.03,6,2.81,4,False.
1283,no,no,0,1283,10.56,4.3,4,4.05,2,False.
1284,no,no,0,1284,21.36,9.0,2,2.27,5,True.
1285,no,yes,46,1285,19.86,7.38,3,2.43,4,False.
1286,no,yes,14,1286,16.98,8.76,8,2.03,1,False.
1287,no,no,0,1287,11.63,6.96,3,2.08,2,False.
1288,no,no,0,1288,15.98,6.39,4,1.19,1,False.
1289,no,no,0,1289,20.46,11.47,4,2.84,0,False.
1290,no,no,0,1290,17.98,7.61,3,2.46,0,False.
1291,no,yes,30,1291,19.81,13.37,5,3.92,1,False.
1292,no,no,0,1292,22.75,5.02,7,2.51,0,False.
1293,no,no,0,1293,15.11,9.27,9,3.35,1,False.
1294,no,no,0,1294,22.27,8.31,5,2.48,1,False.
1295,no,no,0,1295,13.74,7.92,3,2.27,0,False.
1296,no,no,0,1296,19.97,10.33,3,2.38,2,False.
1297,no,yes,31,1297,18.76,10.63,4,3.48,2,False.
1298,no,yes,22,1298,27.94,7.22,6,2.11,1,False.
1299,no,no,0,1299,17.66,9.23,2,3.78,2,True.
1300,no,no,0,1300,14.88,9.48,2,2.75,3,False.
1301,no,no,0,1301,11.71,10.08,4,1.97,3,False.
1302,no,no,0,1302,19.55,6.12,5,2.59,1,True.
1303,no,no,0,1303,13.01,10.23,4,3.48,1,False.
1304,no,no,0,1304,22.32,9.56,2,2.38,3,False.
1305,no,no,0,1305,21.17,6.12,2,2.92,2,False.
1306,no,no,0,1306,15.67,11.51,5,2.86,3,True.
1307,no,no,0,1307,15.81,6.89,1,2.65,3,False.
1308,no,no,0,1308,17.43,7.68,4,3.73,0,False.
1309,yes,no,0,1309,13.71,11.73,3,3.08,2,False.
1310,no,no,0,1310,15.92,8.29,5,2.0,1,True.
1311,no,no,0,1311,13.97,11.21,7,2.4,1,False.
1312,no,no,0,1312,21.56,9.71,2,1.73,1,False.
1313,no,no,0,1313,14.96,2.86,1,1.97,2,False.
1314,no,no,0,1314,14.03,5.02,4,1.7,3,False.
1315,no,no,0,1315,6.71,6.89,2,3.19,2,False.
1316,no,no,0,1316,18.26,9.29,6,2.35,2,False.
1317,no,yes,29,1317,23.36,17.19,5,2.03,2,False.
1318,no,no,0,1318,17.89,4.93,2,2.08,2,False.
1319,no,no,0,1319,14.87,9.32,3,1.65,3,False.
1320,no,yes,31,1320,16.8,6.62,4,3.92,2,False.
1321,no,no,0,1321,18.79,7.59,5,2.4,1,False.
1322,yes,no,0,1322,11.81,8.67,1,2.46,2,True.
1323,no,no,0,1323,19.36,9.63,11,2.51,0,False.
1324,no,no,0,1324,15.66,9.78,5,3.4,2,False.
1325,no,yes,31,1325,15.8,10.09,1,2.7,6,True.
1326,no,no,0,1326,19.64,9.94,9,1.7,2,False.
1327,no,no,0,1327,12.12,9.45,5,2.94,2,True.
1328,no,no,0,1328,23.49,8.72,9,2.73,1,False.
1329,no,no,0,1329,12.51,11.46,7,2.16,2,False.
1330,no,yes,29,1330,20.8,6.95,2,3.73,2,False.
1331,no,no,0,1331,19.45,7.76,2,2.05,3,False.
1332,no,yes,32,1332,10.68,10.19,4,2.84,3,False.
1333,no,yes,30,1333,14.09,11.12,12,2.92,1,False.
1334,no,no,0,1334,14.27,8.71,4,2.16,1,True.
1335,no,no,0,1335,5.1,8.5,2,3.05,0,False.
1336,no,no,0,1336,18.21,8.37,6,3.0,3,False.
1337,yes,no,0,1337,13.4,10.85,2,1.97,0,True.
1338,no,no,0,1338,18.42,9.3,3,2.51,2,False.
1339,yes,no,0,1339,18.73,6.04,1,2.48,4,True.
1340,no,no,0,1340,22.83,8.1,1,3.97,1,False.
1341,no,yes,28,1341,21.29,10.87,2,3.11,1,False.
1342,no,yes,24,1342,17.12,7.15,5,1.11,2,False.
1343,no,no,0,1343,7.67,6.9,8,2.86,0,False.
1344,no,no,0,1344,13.35,10.93,8,2.27,0,True.
1345,no,no,0,1345,13.57,7.52,1,1.84,4,True.
1346,yes,no,0,1346,15.96,8.19,2,2.89,1,True.
1347,no,no,0,1347,16.31,10.35,3,2.78,0,False.
1348,no,no,0,1348,17.84,12.01,5,3.21,1,False.
1349,no,yes,22,1349,13.86,9.9,3,1.51,2,False.
1350,no,no,0,1350,19.63,10.38,7,4.0,0,True.
1351,no,no,0,1351,22.29,7.15,5,3.21,1,False.
1352,no,yes,16,1352,17.11,10.22,4,3.54,0,False.
1353,no,no,0,1353,18.41,11.28,3,2.97,0,False.
1354,no,no,0,1354,18.93,7.36,3,3.46,2,False.
1355,no,yes,31,1355,20.44,8.73,14,3.67,3,False.
1356,no,no,0,1356,17.36,10.27,4,3.05,1,False.
1357,no,no,0,1357,14.1,8.64,6,3.46,3,False.
1358,no,no,0,1358,16.52,10.95,2,4.02,0,False.
1359,no,no,0,1359,18.75,12.48,6,2.78,1,True.
1360,no,no,0,1360,10.53,6.11,8,3.54,2,False.
1361,no,no,0,1361,19.75,11.32,2,3.67,1,False.
1362,no,no,0,1362,5.7,7.22,2,2.67,3,False.
1363,no,yes,31,1363,20.2,11.85,6,2.08,3,False.
1364,no,no,0,1364,21.31,12.16,8,3.7,1,True.
1365,no,no,0,1365,19.04,8.12,3,3.13,1,False.
1366,no,no,0,1366,15.24,10.13,1,3.32,3,False.
1367,yes,no,0,1367,16.56,7.68,4,2.32,1,False.
1368,no,no,0,1368,22.3,4.45,6,3.11,4,False.
1369,no,no,0,1369,13.23,6.76,9,1.97,1,False.
1370,no,no,0,1370,13.8,11.9,2,1.78,1,False.
1371,no,no,0,1371,21.55,8.87,5,2.4,1,False.
1372,no,no,0,1372,12.27,10.13,6,2.21,1,False.
1373,no,no,0,1373,16.46,9.4,4,1.11,4,True.
1374,no,yes,32,1374,19.2,8.63,7,2.3,0,False.
1375,no,yes,42,1375,16.0,15.01,10,3.05,0,False.
1376,no,no,0,1376,20.56,12.84,5,1.13,4,True.
1377,no,yes,34,1377,6.04,11.78,10,3.62,1,False.
1378,yes,yes,43,1378,23.15,8.7,4,2.4,1,False.
1379,no,no,0,1379,19.61,9.09,2,2.75,3,False.
1380,no,no,0,1380,10.46,9.79,2,3.24,1,False.
1381,no,no,0,1381,22.13,8.65,1,2.97,1,False.
1382,no,yes,39,1382,24.58,7.89,4,2.46,2,False.
1383,no,yes,21,1383,22.11,6.09,2,2.21,2,False.
1384,no,no,0,1384,13.77,10.06,3,2.73,3,False.
1385,no,no,0,1385,18.75,10.61,3,2.4,0,False.
1386,no,yes,35,1386,13.01,7.45,3,1.92,0,False.
1387,no,no,0,1387,12.27,13.63,3,2.05,1,False.
1388,yes,no,0,1388,13.26,9.18,6,2.67,4,False.
1389,no,no,0,1389,19.31,8.57,4,4.13,1,False.
1390,no,no,0,1390,10.86,4.84,6,2.51,1,False.
1391,no,yes,29,1391,16.69,10.2,5,2.27,3,False.
